state_cd,2s,6,6,6,6,6,6,6
state_name,40s,California,California,California,California,California,California,California
"Fossil-fuel Thermoelectric Power consumptive use, fresh, in Mgal/d",16s,19.09,6.17,9.38,-,-,-,-
"Fossil-fuel Thermoelectric Power consumptive use, saline, in Mgal/d",16s,5.75,5.88,2.81,-,-,-,-
"Fossil-fuel Thermoelectric Power total consumptive use, in Mgal/d",16s,24.84,12.05,12.19,-,-,-,-
"Fossil-fuel Thermoelectric Power power generation, in gigawatt-hours",16s,66891.85,47376.42,40098.29,-,-,-,-
"Fossil-fuel Thermoelectric Power reclaimed wastewater, in Mgal/d",16s,-,-,0.26,-,-,-,-
Fossil-fuel Thermoelectric Power number of facilities,16s,-,35,34,-,-,-,-
"Geothermal Thermoelectric Power self-supplied groundwater withdrawals, fresh, in Mgal/d",16s,59.52,0,0,-,-,-,-
"Geothermal Thermoelectric Power self-supplied groundwater withdrawals, saline, in Mgal/d",16s,0,41.11,21.55,-,-,-,-
"Geothermal Thermoelectric Power total self-supplied withdrawals, groundwater, in Mgal/d",16s,59.52,41.11,21.55,-,-,-,-
"Geothermal Thermoelectric Power self-supplied surface-water withdrawals, fresh, in Mgal/d",16s,-,-,0,-,-,-,-
"Geothermal Thermoelectric Power self-supplied surface-water withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Geothermal Thermoelectric Power total self-supplied withdrawals, surface water, in Mgal/d",16s,-,-,0,-,-,-,-
"Geothermal Thermoelectric Power total self-supplied withdrawals, fresh, in Mgal/d",16s,-,-,0,-,-,-,-
"Geothermal Thermoelectric Power total self-supplied withdrawals, saline, in Mgal/d",16s,-,-,21.55,-,-,-,-
"Geothermal Thermoelectric Power total self-supplied withdrawals, in Mgal/d",16s,-,-,21.55,-,-,-,-
"Geothermal Thermoelectric Power deliveries from public supply, in Mgal/d",16s,0,0,0,-,-,-,-
"Geothermal Thermoelectric Power total self-supplied withdrawals plus deliveries, in Mgal/d",16s,-,-,21.55,-,-,-,-
"Geothermal Thermoelectric Power consumptive use, fresh, in Mgal/d",16s,42.02,0,0,-,-,-,-
"Geothermal Thermoelectric Power consumptive use, saline, in Mgal/d",16s,0,31.2,15.35,-,-,-,-
"Geothermal Thermoelectric Power total consumptive use, in Mgal/d",16s,42.02,31.2,15.35,-,-,-,-
"Geothermal Thermoelectric Power power generation, in gigawatt-hours",16s,12320.2,8430.45,4863.53,-,-,-,-
"Geothermal Thermoelectric Power reclaimed wastewater, in Mgal/d",16s,-,-,0,-,-,-,-
Geothermal Thermoelectric Power number of facilities,16s,-,22,21,-,-,-,-
"Nuclear Thermoelectric Power self-supplied groundwater withdrawals, fresh, in Mgal/d",16s,0.02,0.14,0.07,-,-,-,-
"Nuclear Thermoelectric Power self-supplied groundwater withdrawals, saline, in Mgal/d",16s,-,-,0,-,-,-,-
"Nuclear Thermoelectric Power total self-supplied withdrawals, groundwater, in Mgal/d",16s,-,-,0.07,-,-,-,-
"Nuclear Thermoelectric Power self-supplied surface-water withdrawals, fresh, in Mgal/d",16s,0.16,0.14,11.74,-,-,-,-
"Nuclear Thermoelectric Power self-supplied surface-water withdrawals, saline, in Mgal/d",16s,3337.42,5501.78,4694.88,-,-,-,-
"Nuclear Thermoelectric Power total self-supplied withdrawals, surface water, in Mgal/d",16s,3337.58,5501.92,4706.62,-,-,-,-
"Nuclear Thermoelectric Power total self-supplied withdrawals, fresh, in Mgal/d",16s,0.18,0.28,11.81,-,-,-,-
